yyyy-mm,departure_port,departure_lon,departure_lat,arrival_port,arrival_lon,arrival_lat,route,nonimal_fare_(AUD),real_fare_(AUD),normalized_nominal_fare,normalized_real_fare
2023-Mar,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,277,284,0.1589095744680851,0.1454775458570525
2023-Mar,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,204,209,0.11037234042553191,0.09803921568627451
2023-Mar,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,602,618,0.375,0.3567362428842505
2023-Mar,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,193,198,0.10305851063829788,0.09108159392789374
2023-Mar,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,648,665,0.40558510638297873,0.3864642631246047
2023-Jun,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,578,588,0.35904255319148937,0.3377609108159393
2023-Jun,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,398,405,0.2393617021276596,0.222011385199241
2023-Jun,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,504,513,0.3098404255319149,0.2903225806451613
2023-Jun,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,687,699,0.4315159574468085,0.4079696394686907
2023-Jun,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,240,244,0.13430851063829788,0.12017710309930424
2023-Jun,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,508,517,0.3125,0.2928526249209361
2023-Jun,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,238,242,0.13297872340425532,0.11891208096141682
2023-Jun,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,397,404,0.2386968085106383,0.22137887413029728
2023-Jun,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,755,769,0.4767287234042553,0.4522454142947502
2023-Jun,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,338,344,0.19946808510638298,0.1834282099936749
2023-Jun,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,283,288,0.16289893617021275,0.14800759013282733
2023-Jun,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,727,740,0.45811170212765956,0.43390259329538267
2023-Jun,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,178,181,0.09308510638297872,0.08032890575585072
2023-Jun,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,177,180,0.09242021276595745,0.07969639468690702
2023-Jun,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,418,426,0.2526595744680851,0.23529411764705882
2023-Jun,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,705,718,0.4434840425531915,0.4199873497786211
2023-Jun,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,925,942,0.5897606382978723,0.5616698292220114
2023-Jun,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,612,623,0.3816489361702128,0.35989879822896903
2023-Jun,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,118,120,0.05319148936170213,0.04174573055028463
2023-Jun,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,187,190,0.0990691489361702,0.08602150537634409
2023-Jun,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,204,208,0.11037234042553191,0.09740670461733081
2023-Jun,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,538,548,0.3324468085106383,0.312460468058191
2023-Jun,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,160,163,0.08111702127659574,0.068943706514864
2023-Jun,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,598,609,0.3723404255319149,0.3510436432637571
2023-Jul,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,607,611,0.3783244680851064,0.3523086654016445
2023-Jul,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,378,380,0.22606382978723405,0.20619860847564833
2023-Jul,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,605,609,0.37699468085106386,0.3510436432637571
2023-Jul,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,863,868,0.5485372340425532,0.5148640101201771
2023-Jul,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,214,215,0.11702127659574468,0.10183428209993675
2023-Jul,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,403,405,0.24268617021276595,0.222011385199241
2023-Jul,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,218,219,0.1196808510638298,0.10436432637571158
2023-Jul,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,350,352,0.2074468085106383,0.18848829854522453
2023-Jul,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,830,835,0.526595744680851,0.4939911448450348
2023-Jul,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,412,414,0.24867021276595744,0.22770398481973433
2023-Jul,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,218,219,0.1196808510638298,0.10436432637571158
2023-Jul,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,626,630,0.39095744680851063,0.36432637571157495
2023-Jul,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,150,151,0.07446808510638298,0.061353573687539534
2023-Jul,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,166,167,0.0851063829787234,0.07147375079063883
2023-Jul,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,419,422,0.2533244680851064,0.232764073371284
2023-Jul,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,691,695,0.4341755319148936,0.4054395951929159
2023-Jul,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,1269,1277,0.8184840425531915,0.7735610373181531
2023-Jul,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,602,606,0.375,0.349146110056926
2023-Jul,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,123,124,0.05651595744680851,0.044275774826059454
2023-Jul,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,154,155,0.07712765957446809,0.06388361796331436
2023-Jul,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,180,181,0.09441489361702128,0.08032890575585072
2023-Jul,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,484,487,0.29654255319148937,0.2738772928526249
2023-Jul,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,148,149,0.07313829787234043,0.06008855154965212
2023-Jul,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,477,480,0.29188829787234044,0.269449715370019
2023-Jan,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,650,667,0.40691489361702127,0.3877292852624921
2023-Jan,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,397,408,0.2386968085106383,0.2239089184060721
2023-Jan,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,558,573,0.34574468085106386,0.32827324478178366
2023-Jan,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,327,336,0.19215425531914893,0.17836812144212524
2023-Jan,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,188,193,0.09973404255319149,0.08791903858317521
2023-Jan,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,482,495,0.29521276595744683,0.27893738140417457
2023-Jan,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,315,323,0.1841755319148936,0.17014547754585704
2023-Jan,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,350,359,0.2074468085106383,0.19291587602783047
2023-Jan,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,396,407,0.23803191489361702,0.2232764073371284
2023-Jan,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,425,436,0.25731382978723405,0.24161922833649588
2023-Jan,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,288,296,0.16622340425531915,0.15306767868437698
2023-Jan,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,728,747,0.4587765957446808,0.43833017077798864
2023-Jan,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,180,185,0.09441489361702128,0.08285895003162555
2023-Jan,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,255,262,0.14428191489361702,0.13156230234029095
2023-Jan,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,465,477,0.2839095744680851,0.2675521821631879
2023-Jan,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,477,490,0.29188829787234044,0.275774826059456
2023-Jan,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,558,573,0.34574468085106386,0.32827324478178366
2023-Jan,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,474,487,0.2898936170212766,0.2738772928526249
2023-Jan,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,169,174,0.08710106382978723,0.07590132827324478
2023-Jan,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,277,284,0.1589095744680851,0.1454775458570525
2023-Jan,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,256,263,0.1449468085106383,0.13219481340923467
2023-Jan,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,585,600,0.3636968085106383,0.34535104364326374
2023-Jan,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,172,177,0.08909574468085106,0.0777988614800759
2023-Jan,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,898,922,0.5718085106382979,0.5490196078431373
2023-Feb,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,630,647,0.39361702127659576,0.37507906388361795
2023-Feb,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,455,467,0.27726063829787234,0.2612270714737508
2023-Feb,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,608,624,0.37898936170212766,0.3605313092979127
2023-Feb,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,450,462,0.27393617021276595,0.25806451612903225
2023-Feb,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,298,306,0.17287234042553193,0.15939278937381404
2023-Feb,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,647,664,0.40492021276595747,0.38583175205566095
2023-Feb,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,398,409,0.2393617021276596,0.22454142947501582
2023-Feb,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,448,460,0.2726063829787234,0.2567994939911448
2023-Feb,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,404,415,0.24335106382978725,0.22833649588867805
2023-Feb,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,450,462,0.27393617021276595,0.25806451612903225
2023-Feb,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,232,238,0.12898936170212766,0.116382036685642
2023-Feb,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,558,573,0.34574468085106386,0.32827324478178366
2023-Feb,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,168,172,0.08643617021276596,0.07463630613535736
2023-Feb,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,285,293,0.16422872340425532,0.15117014547754587
2023-Feb,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,465,477,0.2839095744680851,0.2675521821631879
2023-Feb,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,506,519,0.31117021276595747,0.29411764705882354
2023-Feb,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,660,677,0.41356382978723405,0.39405439595192915
2023-Feb,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,510,524,0.31382978723404253,0.2972802024035421
2023-Feb,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,169,174,0.08710106382978723,0.07590132827324478
2023-Feb,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,241,247,0.13497340425531915,0.12207463630613535
2023-Feb,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,254,261,0.14361702127659576,0.13092979127134724
2023-Feb,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,668,686,0.41888297872340424,0.3997469955724225
2023-Feb,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,183,188,0.09640957446808511,0.08475648323845668
2023-Feb,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,748,768,0.4720744680851064,0.45161290322580644
2023-Dec,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,703,710,0.4421542553191489,0.41492726122707146
2023-Dec,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,487,492,0.29853723404255317,0.27703984819734345
2023-Dec,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,912,921,0.5811170212765957,0.5483870967741935
2023-Dec,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,409,413,0.2466755319148936,0.22707147375079065
2023-Dec,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,220,222,0.12101063829787234,0.1062618595825427
2023-Dec,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,648,654,0.40558510638297873,0.3795066413662239
2023-Dec,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,428,432,0.25930851063829785,0.23908918406072105
2023-Dec,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,603,609,0.37566489361702127,0.3510436432637571
2023-Dec,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,549,554,0.33976063829787234,0.3162555344718533
2023-Dec,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,509,514,0.31316489361702127,0.290955091714105
2023-Dec,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,342,345,0.20212765957446807,0.1840607210626186
2023-Dec,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,847,855,0.5378989361702128,0.5066413662239089
2023-Dec,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,311,314,0.1815159574468085,0.1644528779253637
2023-Dec,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,272,275,0.15558510638297873,0.13978494623655913
2023-Dec,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,438,442,0.26595744680851063,0.24541429475015814
2023-Dec,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,686,693,0.4308510638297872,0.40417457305502846
2023-Dec,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,850,858,0.5398936170212766,0.50853889943074
2023-Dec,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,698,705,0.43882978723404253,0.4117647058823529
2023-Dec,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,247,249,0.1389627659574468,0.12333965844402277
2023-Dec,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,201,203,0.10837765957446809,0.09424414927261227
2023-Dec,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,424,428,0.2566489361702128,0.23655913978494625
2023-Dec,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,849,857,0.5392287234042553,0.5079063883617964
2023-Dec,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,285,288,0.16422872340425532,0.14800759013282733
2023-Dec,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,961,970,0.6136968085106383,0.5793801391524351
2023-Aug,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,636,640,0.3976063829787234,0.37065148640101203
2023-Aug,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,408,410,0.24601063829787234,0.2251739405439595
2023-Aug,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,605,609,0.37699468085106386,0.3510436432637571
2023-Aug,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,557,560,0.34507978723404253,0.3200506008855155
2023-Aug,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,178,179,0.09308510638297872,0.07906388361796332
2023-Aug,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,408,410,0.24601063829787234,0.2251739405439595
2023-Aug,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,244,245,0.13696808510638298,0.12080961416824794
2023-Aug,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,350,352,0.2074468085106383,0.18848829854522453
2023-Aug,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,647,651,0.40492021276595747,0.3776091081593928
2023-Aug,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,337,339,0.1988031914893617,0.18026565464895636
2023-Aug,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,258,260,0.14627659574468085,0.13029728020240355
2023-Aug,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,588,592,0.36569148936170215,0.3402909550917141
2023-Aug,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,154,155,0.07712765957446809,0.06388361796331436
2023-Aug,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,154,155,0.07712765957446809,0.06388361796331436
2023-Aug,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,419,422,0.2533244680851064,0.232764073371284
2023-Aug,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,604,608,0.37632978723404253,0.3504111321948134
2023-Aug,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,844,849,0.535904255319149,0.5028462998102466
2023-Aug,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,638,642,0.39893617021276595,0.3719165085388994
2023-Aug,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,118,119,0.05319148936170213,0.041113219481340925
2023-Aug,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,195,196,0.10438829787234043,0.08981657179000632
2023-Aug,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,210,211,0.11436170212765957,0.09930423782416192
2023-Aug,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,420,423,0.25398936170212766,0.2333965844402277
2023-Aug,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,148,149,0.07313829787234043,0.06008855154965212
2023-Aug,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,417,420,0.25199468085106386,0.2314990512333966
2023-Apr,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,604,615,0.37632978723404253,0.3548387096774194
2023-Apr,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,338,344,0.19946808510638298,0.1834282099936749
2023-Apr,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,379,386,0.22672872340425532,0.20999367488931056
2023-Apr,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,319,325,0.18683510638297873,0.17141049968374447
2023-Apr,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,163,166,0.08311170212765957,0.07084123972169513
2023-Apr,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,482,491,0.29521276595744683,0.27640733712839977
2023-Apr,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,245,249,0.13763297872340424,0.12333965844402277
2023-Apr,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,404,411,0.24335106382978725,0.22580645161290322
2023-Apr,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,433,441,0.26263297872340424,0.24478178368121442
2023-Apr,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,278,283,0.1595744680851064,0.14484503478810878
2023-Apr,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,204,208,0.11037234042553191,0.09740670461733081
2023-Apr,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,618,629,0.38563829787234044,0.36369386464263126
2023-Apr,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,150,153,0.07446808510638298,0.06261859582542695
2023-Apr,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,150,153,0.07446808510638298,0.06261859582542695
2023-Apr,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,465,473,0.2839095744680851,0.265022137887413
2023-Apr,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,526,535,0.324468085106383,0.30423782416192285
2023-Apr,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,1099,1119,0.7054521276595744,0.6736242884250474
2023-Apr,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,406,413,0.24468085106382978,0.22707147375079065
