yyyy-mm,departure_port,departure_lon,departure_lat,arrival_port,arrival_lon,arrival_lat,route,nonimal_fare_(AUD),real_fare_(AUD),normalized_nominal_fare,normalized_real_fare
2018-Dec,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,121,144,0.05518617021276596,0.056925996204933584
2018-Dec,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,326,389,0.19148936170212766,0.21189120809614168
2018-Dec,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,604,720,0.37632978723404253,0.42125237191650855
2018-Dec,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,309,369,0.18018617021276595,0.19924098671726756
2018-Dec,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,615,734,0.3836436170212766,0.43010752688172044
2018-Aug,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,457,547,0.2785904255319149,0.3118279569892473
2018-Aug,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,226,271,0.125,0.13725490196078433
2018-Aug,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,457,548,0.2785904255319149,0.312460468058191
2018-Aug,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,348,417,0.20611702127659576,0.22960151802656548
2018-Aug,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,114,137,0.05053191489361702,0.05249841872232764
2018-Aug,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,348,417,0.20611702127659576,0.22960151802656548
2018-Aug,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,158,189,0.0797872340425532,0.08538899430740038
2018-Aug,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,650,779,0.40691489361702127,0.4585705249841872
2018-Aug,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,407,488,0.24534574468085107,0.27450980392156865
2018-Aug,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,270,324,0.15425531914893617,0.17077798861480076
2018-Aug,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,375,450,0.22406914893617022,0.2504743833017078
2018-Aug,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,179,215,0.09375,0.10183428209993675
2018-Aug,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,600,720,0.37367021276595747,0.42125237191650855
2018-Aug,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,134,161,0.06382978723404255,0.06767868437697659
2018-Aug,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,195,234,0.10438829787234043,0.11385199240986717
2018-Aug,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,308,369,0.17952127659574468,0.19924098671726756
2018-Aug,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,386,463,0.23138297872340424,0.25869702719797594
2018-Aug,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,678,812,0.425531914893617,0.4794433902593295
2018-Aug,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,394,473,0.23670212765957446,0.265022137887413
2018-Aug,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,102,122,0.0425531914893617,0.043010752688172046
2018-Aug,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,112,134,0.04920212765957447,0.05060088551549652
2018-Aug,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,237,284,0.13231382978723405,0.1454775458570525
2018-Aug,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,444,532,0.2699468085106383,0.30234029095509174
2018-Aug,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,142,170,0.06914893617021277,0.07337128399746995
2018-Aug,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,335,402,0.19747340425531915,0.22011385199240988
2018-Apr,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,489,589,0.29986702127659576,0.338393421884883
2018-Apr,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,220,265,0.12101063829787234,0.13345983554712207
2018-Apr,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,492,593,0.30186170212765956,0.34092346616065783
2018-Apr,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,318,383,0.18617021276595744,0.20809614168247945
2018-Apr,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,107,129,0.045877659574468085,0.04743833017077799
2018-Apr,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,368,443,0.21941489361702127,0.24604680581910182
2018-Apr,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,180,217,0.09441489361702128,0.10309930423782417
2018-Apr,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,673,811,0.42220744680851063,0.47881087919038584
2018-Apr,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,482,581,0.29521276595744683,0.3333333333333333
2018-Apr,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,230,277,0.1276595744680851,0.14104996837444655
2018-Apr,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,288,347,0.16622340425531915,0.18532574320050602
2018-Apr,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,169,203,0.08710106382978723,0.09424414927261227
2018-Apr,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,644,776,0.4029255319148936,0.4566729917773561
2018-Apr,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,135,163,0.06449468085106383,0.068943706514864
2018-Apr,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,170,205,0.08776595744680851,0.09550917141049968
2018-Apr,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,338,407,0.19946808510638298,0.2232764073371284
2018-Apr,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,298,359,0.17287234042553193,0.19291587602783047
2018-Apr,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,829,999,0.5259308510638298,0.5977229601518027
2018-Apr,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,318,383,0.18617021276595744,0.20809614168247945
2018-Apr,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,152,183,0.07579787234042554,0.08159392789373814
2018-Apr,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,107,129,0.045877659574468085,0.04743833017077799
2018-Apr,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,324,390,0.1901595744680851,0.2125237191650854
2018-Apr,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,410,494,0.2473404255319149,0.2783048703352309
2018-Apr,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,139,167,0.06715425531914894,0.07147375079063883
2018-Apr,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,350,421,0.2074468085106383,0.23213156230234028
2017-Sep,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,682,833,0.42819148936170215,0.4927261227071474
2017-Sep,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,300,367,0.17420212765957446,0.19797596457938013
2017-Sep,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,478,584,0.2925531914893617,0.33523086654016443
2017-Sep,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,578,706,0.35904255319148937,0.41239721695129666
2017-Sep,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,264,323,0.1502659574468085,0.17014547754585704
2017-Sep,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,470,574,0.2872340425531915,0.3289057558507274
2017-Sep,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,184,225,0.09707446808510638,0.10815939278937381
2017-Sep,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,426,521,0.2579787234042553,0.29538266919671097
2017-Sep,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,184,225,0.09707446808510638,0.10815939278937381
2017-Sep,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,308,376,0.17952127659574468,0.2036685641998735
2017-Sep,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,178,218,0.09308510638297872,0.10373181530676787
2017-Sep,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,541,661,0.33444148936170215,0.38393421884882983
2017-Sep,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,150,183,0.07446808510638298,0.08159392789373814
2017-Sep,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,290,354,0.1675531914893617,0.18975332068311196
2017-Sep,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,273,334,0.15625,0.17710309930423782
2017-Sep,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,704,860,0.4428191489361702,0.5098039215686274
2017-Sep,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,710,867,0.44680851063829785,0.5142314990512334
2017-Sep,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,528,645,0.3257978723404255,0.3738140417457306
2017-Sep,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,118,144,0.05319148936170213,0.056925996204933584
2017-Sep,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,218,266,0.1196808510638298,0.13409234661606578
2017-Sep,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,288,352,0.16622340425531915,0.18848829854522453
2017-Sep,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,358,437,0.2127659574468085,0.2422517394054396
2017-Sep,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,158,193,0.0797872340425532,0.08791903858317521
2017-Sep,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,458,560,0.27925531914893614,0.3200506008855155
2017-Oct,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,604,733,0.37632978723404253,0.42947501581277675
2017-Oct,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,200,243,0.1077127659574468,0.11954459203036052
2017-Oct,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,478,580,0.2925531914893617,0.33270082226438963
2017-Oct,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,368,447,0.21941489361702127,0.24857685009487665
2017-Oct,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,130,158,0.061170212765957445,0.06578115117014548
2017-Oct,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,348,423,0.20611702127659576,0.2333965844402277
2017-Oct,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,148,180,0.07313829787234043,0.07969639468690702
2017-Oct,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,402,488,0.24202127659574468,0.27450980392156865
2017-Oct,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,274,333,0.15691489361702127,0.17647058823529413
2017-Oct,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,364,442,0.21675531914893617,0.24541429475015814
2017-Oct,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,188,228,0.09973404255319149,0.11005692599620494
2017-Oct,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,608,738,0.37898936170212766,0.43263757115749524
2017-Oct,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,144,175,0.07047872340425532,0.07653383934218849
2017-Oct,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,350,425,0.2074468085106383,0.2346616065781151
2017-Oct,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,278,338,0.1595744680851064,0.17963314358001264
2017-Oct,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,498,605,0.3058510638297872,0.3485135989879823
2017-Oct,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,699,849,0.43949468085106386,0.5028462998102466
2017-Oct,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,340,413,0.20079787234042554,0.22707147375079065
2017-Oct,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,114,138,0.05053191489361702,0.05313092979127135
2017-Oct,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,184,223,0.09707446808510638,0.1068943706514864
2017-Oct,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,274,333,0.15691489361702127,0.17647058823529413
2017-Oct,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,328,398,0.19281914893617022,0.21758380771663505
2017-Oct,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,138,168,0.06648936170212766,0.07210626185958255
2017-Oct,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,368,447,0.21941489361702127,0.24857685009487665
2017-Nov,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,504,612,0.3098404255319149,0.35294117647058826
2017-Nov,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,188,228,0.09973404255319149,0.11005692599620494
2017-Nov,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,484,588,0.29654255319148937,0.3377609108159393
2017-Nov,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,418,508,0.2526595744680851,0.28716002530044277
2017-Nov,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,124,151,0.057180851063829786,0.061353573687539534
2017-Nov,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,490,595,0.300531914893617,0.3421884882985452
2017-Nov,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,168,204,0.08643617021276596,0.09487666034155598
2017-Nov,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,402,488,0.24202127659574468,0.27450980392156865
2017-Nov,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,508,617,0.3125,0.35610373181530675
2017-Nov,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,340,413,0.20079787234042554,0.22707147375079065
2017-Nov,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,168,204,0.08643617021276596,0.09487666034155598
2017-Nov,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,599,727,0.37300531914893614,0.42567994939911447
2017-Nov,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,140,170,0.0678191489361702,0.07337128399746995
2017-Nov,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,359,436,0.21343085106382978,0.24161922833649588
2017-Nov,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,276,335,0.15824468085106383,0.17773561037318153
2017-Nov,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,408,495,0.24601063829787234,0.27893738140417457
2017-Nov,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,733,890,0.4621010638297872,0.5287792536369387
2017-Nov,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,374,454,0.22340425531914893,0.2530044275774826
2017-Nov,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,108,131,0.04654255319148936,0.048703352308665404
2017-Nov,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,120,146,0.05452127659574468,0.058191018342821
2017-Nov,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,268,325,0.1529255319148936,0.17141049968374447
2017-Nov,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,358,435,0.2127659574468085,0.2409867172675522
2017-Nov,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,128,155,0.0598404255319149,0.06388361796331436
2017-Nov,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,450,546,0.27393617021276595,0.3111954459203036
2017-May,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,438,539,0.26595744680851063,0.30676786843769766
2017-May,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,180,221,0.09441489361702128,0.105629348513599
2017-May,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,438,539,0.26595744680851063,0.30676786843769766
2017-May,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,404,497,0.24335106382978725,0.280202403542062
2017-May,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,130,160,0.061170212765957445,0.06704617330803289
2017-May,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,298,366,0.17287234042553193,0.19734345351043645
2017-May,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,194,239,0.10372340425531915,0.11701454775458571
2017-May,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,390,480,0.23404255319148937,0.269449715370019
2017-May,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,218,268,0.1196808510638298,0.13535736875395318
2017-May,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,294,362,0.1702127659574468,0.19481340923466162
2017-May,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,178,219,0.09308510638297872,0.10436432637571158
2017-May,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,528,649,0.3257978723404255,0.3763440860215054
2017-May,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,150,184,0.07446808510638298,0.08222643896268185
2017-May,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,350,430,0.2074468085106383,0.23782416192283365
2017-May,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,230,283,0.1276595744680851,0.14484503478810878
2017-May,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,448,551,0.2726063829787234,0.3143580012650221
2017-May,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,668,821,0.41888297872340424,0.48513598987982287
2017-May,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,544,669,0.33643617021276595,0.3889943074003795
2017-May,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,118,145,0.05319148936170213,0.05755850727387729
2017-May,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,134,165,0.06382978723404255,0.07020872865275142
2017-May,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,274,337,0.15691489361702127,0.17900063251106893
2017-May,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,314,386,0.18351063829787234,0.20999367488931056
2017-May,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,208,256,0.11303191489361702,0.12776723592662872
2017-May,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,328,403,0.19281914893617022,0.22074636306135356
2017-Mar,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,268,330,0.1529255319148936,0.174573055028463
2017-Mar,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,473,583,0.2892287234042553,0.33459835547122074
2017-Mar,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,504,621,0.3098404255319149,0.3586337760910816
2017-Mar,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,174,214,0.09042553191489362,0.10120177103099304
2017-Mar,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,458,564,0.27925531914893614,0.3225806451612903
2017-Mar,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,185,228,0.09773936170212766,0.11005692599620494
2017-Mar,Alice Springs,-23.698,133.8807,Darwin,130.8456,-12.4634,Alice Springs - Darwin,721,888,0.4541223404255319,0.5275142314990512
2017-Mar,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,491,605,0.3011968085106383,0.3485135989879823
2017-Mar,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,444,547,0.2699468085106383,0.3118279569892473
2017-Mar,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,488,601,0.2992021276595745,0.3459835547122075
2017-Mar,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,278,342,0.1595744680851064,0.18216318785578747
2017-Mar,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,688,847,0.4321808510638298,0.5015812776723593
2017-Mar,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,258,318,0.14627659574468085,0.16698292220113853
2017-Mar,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,350,431,0.2074468085106383,0.23845667299177736
2017-Mar,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,270,333,0.15425531914893617,0.17647058823529413
2017-Mar,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,683,841,0.4288563829787234,0.49778621125869704
2017-Mar,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,668,823,0.41888297872340424,0.4864010120177103
2017-Mar,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,498,613,0.3058510638297872,0.35357368753953194
2017-Mar,Gold Coast,-28.0167,153.4,Sydney,151.2093,-33.8688,Gold Coast - Sydney,230,283,0.1276595744680851,0.14484503478810878
2017-Mar,Hobart,-42.8821,147.3272,Melbourne,144.9631,-37.8136,Hobart - Melbourne,214,264,0.11702127659574468,0.13282732447817835
2017-Mar,Hobart,-42.8821,147.3272,Sydney,151.2093,-33.8688,Hobart - Sydney,407,501,0.24534574468085107,0.2827324478178368
2017-Mar,Melbourne,-37.8136,144.9631,Perth,115.8605,-31.9505,Melbourne - Perth,338,416,0.19946808510638298,0.22896900695762176
2017-Mar,Melbourne,-37.8136,144.9631,Sydney,151.2093,-33.8688,Melbourne - Sydney,204,251,0.11037234042553191,0.12460468058191018
2017-Mar,Perth,-31.9505,115.8605,Sydney,151.2093,-33.8688,Perth - Sydney,568,700,0.3523936170212766,0.40860215053763443
2017-Jun,Adelaide,-34.9285,138.6007,Alice Springs,133.8807,-23.698,Adelaide - Alice Springs,470,578,0.2872340425531915,0.3314358001265022
2017-Jun,Adelaide,-34.9285,138.6007,Brisbane,153.0251,-27.4698,Adelaide - Brisbane,190,234,0.10106382978723404,0.11385199240986717
2017-Jun,Adelaide,-34.9285,138.6007,Canberra,149.13,-35.2809,Adelaide - Canberra,438,539,0.26595744680851063,0.30676786843769766
2017-Jun,Adelaide,-34.9285,138.6007,Darwin,130.8456,-12.4634,Adelaide - Darwin,758,932,0.4787234042553192,0.5553447185325743
2017-Jun,Adelaide,-34.9285,138.6007,Melbourne,144.9631,-37.8136,Adelaide - Melbourne,110,135,0.047872340425531915,0.051233396584440226
2017-Jun,Adelaide,-34.9285,138.6007,Perth,115.8605,-31.9505,Adelaide - Perth,328,403,0.19281914893617022,0.22074636306135356
2017-Jun,Adelaide,-34.9285,138.6007,Sydney,151.2093,-33.8688,Adelaide - Sydney,138,170,0.06648936170212766,0.07337128399746995
2017-Jun,Brisbane,-27.4698,153.0251,Canberra,149.13,-35.2809,Brisbane - Canberra,390,480,0.23404255319148937,0.269449715370019
2017-Jun,Brisbane,-27.4698,153.0251,Darwin,130.8456,-12.4634,Brisbane - Darwin,384,472,0.2300531914893617,0.26438962681846934
2017-Jun,Brisbane,-27.4698,153.0251,Hobart,147.3272,-42.8821,Brisbane - Hobart,364,448,0.21675531914893617,0.24920936116382036
2017-Jun,Brisbane,-27.4698,153.0251,Melbourne,144.9631,-37.8136,Brisbane - Melbourne,178,219,0.09308510638297872,0.10436432637571158
2017-Jun,Brisbane,-27.4698,153.0251,Perth,115.8605,-31.9505,Brisbane - Perth,598,735,0.3723404255319149,0.4307400379506641
2017-Jun,Brisbane,-27.4698,153.0251,Sydney,151.2093,-33.8688,Brisbane - Sydney,140,172,0.0678191489361702,0.07463630613535736
2017-Jun,Canberra,-35.2809,149.13,Melbourne,144.9631,-37.8136,Canberra - Melbourne,310,381,0.18085106382978725,0.20683111954459202
2017-Jun,Canberra,-35.2809,149.13,Sydney,151.2093,-33.8688,Canberra - Sydney,230,283,0.1276595744680851,0.14484503478810878
2017-Jun,Darwin,-12.4634,130.8456,Melbourne,144.9631,-37.8136,Darwin - Melbourne,528,649,0.3257978723404255,0.3763440860215054
2017-Jun,Darwin,-12.4634,130.8456,Perth,115.8605,-31.9505,Darwin - Perth,638,784,0.39893617021276595,0.46173308032890575
2017-Jun,Darwin,-12.4634,130.8456,Sydney,151.2093,-33.8688,Darwin - Sydney,440,541,0.26728723404255317,0.3080328905755851
